Brand,Year,Engine_CC,Mileage_kmpl,Fuel_Type,Transmission,Kilometers_Driven,Price_Lakh_INR
Hyundai,2013,1735,27.38,Petrol,Automatic,127471,8.01
Hyundai,2023,817,11.32,Diesel,Automatic,76853,14.63
Kia,2010,2389,9.8,Diesel,Automatic,107396,18.67
Ford,2008,2592,14.48,Electric,Manual,107222,24.51
Hyundai,2015,1795,29.71,Petrol,Automatic,84688,26.37
Ford,2014,1832,8.47,Diesel,Manual,174560,25.11
Maruti,2007,2293,22.8,Diesel,Manual,150585,4.69
Tata,2005,2425,21.39,CNG,Manual,146083,14.46
Hyundai,2016,2647,22.22,CNG,Automatic,166645,10.9
Toyota,2019,2338,12.8,Diesel,Automatic,131066,14.85
Mahindra,2019,1953,12.99,CNG,Automatic,50433,23.17
Ford,2018,2116,17.47,CNG,Automatic,25576,7.96
Ford,2011,2519,10.11,Diesel,Manual,96271,18.32
Honda,2021,2750,9.64,Petrol,Manual,167794,31.14
Kia,2023,1023,9.94,Petrol,Automatic,195314,25.99
Honda,2011,2826,20.61,Petrol,Manual,178470,25.8
Hyundai,2007,2347,16.75,Electric,Automatic,168529,29.93
Honda,2007,2489,14.46,Petrol,Manual,165688,14.87
Honda,2022,2323,14.95,Electric,Manual,157232,26.94
Maruti,2018,1913,12.56,Electric,Automatic,25637,3.47
Ford,2007,2772,17.05,CNG,Manual,126229,3.39
Toyota,2011,1895,12.47,Electric,Manual,79540,12.62
Kia,2011,1232,23.36,Electric,Manual,35434,8.09
Toyota,2009,2171,10.73,Electric,Automatic,129269,18.87
Maruti,2007,2086,28.86,Electric,Manual,10421,7.64
Maruti,2022,2094,9.98,CNG,Manual,98122,34.18
Honda,2019,1308,28.76,Diesel,Manual,23780,30.01
Tata,2018,1307,26.33,Electric,Automatic,153803,34.41
Ford,2008,1416,22.98,Diesel,Manual,84171,28.56
Mahindra,2012,1219,28.07,Petrol,Automatic,22921,33.36
Ford,2017,1895,11.06,Petrol,Automatic,181970,13.83
Mahindra,2012,873,11.88,Diesel,Manual,32722,18.18
Honda,2019,2478,13.55,Diesel,Manual,6782,9.53
Mahindra,2021,945,13.39,Petrol,Manual,23932,22.8
Maruti,2009,2893,14.84,CNG,Manual,39518,27.91
Toyota,2008,2564,20.66,CNG,Manual,175725,18.21
Mahindra,2015,1932,8.62,Electric,Manual,10873,11.43
Ford,2022,920,16.41,CNG,Automatic,179045,18.51
Kia,2014,1866,13.42,CNG,Manual,34617,3.61
Honda,2021,2763,21.35,Electric,Manual,27656,25.66
Tata,2019,2946,29.67,Electric,Automatic,74100,16.63
Honda,2010,1505,19.39,CNG,Manual,158696,31.59
Hyundai,2020,2037,17.37,Diesel,Manual,34036,32.43
Honda,2019,2734,16.1,Electric,Automatic,179580,5.7
Maruti,2012,2682,25.27,Diesel,Automatic,190238,34.87
Toyota,2013,1925,9.58,Petrol,Manual,121912,33.99
Toyota,2015,1009,29.11,Electric,Automatic,159607,22.51
Kia,2006,1538,17.19,Diesel,Automatic,108028,29.15
Mahindra,2017,1845,14.9,Electric,Automatic,68185,2.12
Maruti,2008,958,29.43,Electric,Automatic,5969,34.01
Hyundai,2013,1540,28.59,Electric,Manual,144199,16.79
Maruti,2009,2753,22.12,Electric,Automatic,62616,31.97
Honda,2023,2223,8.41,Diesel,Manual,168142,14.4
Maruti,2007,1498,24.47,Diesel,Manual,44310,27.9
Maruti,2007,2673,15.38,Diesel,Automatic,36130,15.5
Kia,2010,940,16.54,Petrol,Manual,24208,13.65
Hyundai,2014,1039,11.49,Electric,Automatic,149447,33.22
Honda,2009,1091,19.52,Electric,Automatic,41286,24.92
Tata,2007,881,24.38,Diesel,Automatic,156476,29.64
Kia,2011,2597,14.01,Diesel,Automatic,99712,19.7
Tata,2022,1776,28.65,Electric,Manual,157412,32.26
Kia,2012,1379,12.28,Electric,Manual,29361,26.29
Toyota,2005,2957,9.46,Petrol,Automatic,189569,3.92
Ford,2008,2599,22.18,Electric,Automatic,151501,27.19
Kia,2011,2261,26.69,Diesel,Manual,75143,2.13
Mahindra,2018,1121,28.97,Petrol,Manual,37767,29.27
Maruti,2017,1513,24.88,CNG,Automatic,185568,12.62
Toyota,2014,2931,12.39,CNG,Automatic,9642,21.54
Hyundai,2022,2690,29.51,Electric,Automatic,42850,26.6
Tata,2005,2079,28.23,Diesel,Manual,9010,22.84
Ford,2008,2478,11.59,Electric,Automatic,57071,24.02
Ford,2020,2947,20.29,Diesel,Automatic,86240,31.4
Kia,2020,2976,20.22,Diesel,Manual,54611,14.03
Maruti,2022,1717,17.74,Diesel,Automatic,190450,19.83
Hyundai,2012,2606,29.65,CNG,Automatic,24172,7.36
Mahindra,2014,2869,9.31,Electric,Manual,163197,17.16
Hyundai,2020,1359,21.8,Electric,Manual,108848,6.53
Maruti,2015,1428,12.52,CNG,Manual,52152,22.73
Mahindra,2010,2152,19.6,Diesel,Manual,127939,12.36
Hyundai,2005,2711,25.15,Petrol,Automatic,135305,30.28
Mahindra,2016,2608,13.43,Petrol,Manual,148936,13.01
Kia,2010,2695,16.65,CNG,Manual,16377,11.11
Kia,2017,1806,28.92,Petrol,Automatic,162442,17.96
Maruti,2021,848,24.75,Diesel,Manual,189668,7.37
Maruti,2005,2650,20.6,Diesel,Manual,88884,8.33
Mahindra,2012,2729,12.88,Electric,Manual,9769,27.74
Honda,2012,2877,17.36,Diesel,Automatic,47453,18.16
Toyota,2015,2932,25.03,Diesel,Manual,83499,8.41
Ford,2018,2325,26.05,Diesel,Automatic,101270,2.56
Hyundai,2014,2369,13.38,Petrol,Manual,122284,17.13
Hyundai,2019,1128,22.57,Petrol,Automatic,9233,26.38
Honda,2011,1233,10.09,CNG,Automatic,69776,13.26
Honda,2011,1387,8.51,CNG,Manual,116409,9.81
Honda,2014,2510,20.07,Petrol,Automatic,85802,14.78
Tata,2008,2676,12.94,Electric,Manual,68021,33.63
Tata,2022,2072,9.74,Electric,Manual,164824,15.68
Mahindra,2014,2675,24.06,Petrol,Automatic,182425,10.2
Tata,2023,2845,18.96,CNG,Automatic,176120,20.57
Kia,2018,2398,25.52,Electric,Automatic,130949,28.66
Kia,2017,1311,22.61,Diesel,Automatic,171296,2.25
Maruti,2019,2208,24.06,Electric,Automatic,84778,20.2
Ford,2020,2211,14.76,Electric,Automatic,114263,29.52
Mahindra,2006,2638,13.79,Electric,Automatic,40180,8.72
Ford,2008,1811,21.22,CNG,Automatic,16254,32.38
Hyundai,2022,2272,12.4,CNG,Manual,64480,20.85
Toyota,2021,1363,25.94,Petrol,Manual,193086,18.81
Maruti,2014,1102,19.5,Electric,Automatic,69766,33.78
Hyundai,2013,2946,12.99,CNG,Automatic,35184,5.84
Hyundai,2019,2129,21.75,CNG,Manual,45791,26.29
Mahindra,2016,2889,28.79,Petrol,Automatic,113299,28.92
Honda,2013,2823,9.81,Diesel,Automatic,192490,17.87
Honda,2018,2880,10.41,Diesel,Automatic,60866,1.72
Ford,2017,1211,26.56,Electric,Manual,159223,19.07
Maruti,2010,2449,10.41,Diesel,Manual,148012,6.64
Honda,2023,1307,8.87,Petrol,Manual,94375,20.35
Hyundai,2008,855,15.65,CNG,Manual,61248,26.24
Honda,2021,2547,18.27,Diesel,Automatic,62554,19.29
Tata,2023,995,20.53,Electric,Automatic,197353,22.63
Honda,2007,2590,19.16,Electric,Manual,86931,4.98
Hyundai,2018,2480,28.09,CNG,Manual,64345,4.75
Ford,2021,1906,24.91,Electric,Manual,103820,30.01
Mahindra,2017,2984,29.64,Petrol,Automatic,198305,3.15
Maruti,2013,1338,18.48,Diesel,Manual,20475,11.02
Toyota,2005,1488,9.86,Electric,Manual,165090,32.91
Honda,2021,1518,29.02,Diesel,Automatic,48027,16.87
Kia,2020,1105,8.09,CNG,Automatic,6724,24.1
Kia,2022,2134,25.07,Diesel,Manual,39951,8.93
Ford,2006,1187,8.69,Petrol,Manual,189765,10.56
Hyundai,2018,1524,24.75,CNG,Automatic,117463,18.55
Toyota,2021,2839,28.63,Electric,Automatic,184769,22.88
Toyota,2007,2689,16.56,CNG,Manual,199497,33.68
Tata,2006,1714,13.3,Diesel,Automatic,128052,20.74
Toyota,2012,978,12.98,Diesel,Manual,118344,4.71
Kia,2006,2703,18.82,Diesel,Manual,85388,13.79
Mahindra,2006,2504,11.76,Diesel,Automatic,115750,9.68
Hyundai,2013,879,22.8,CNG,Manual,15006,10.02
Hyundai,2010,1246,16.1,CNG,Automatic,77191,18.43
Honda,2016,1565,15.11,Diesel,Automatic,104979,12.11
Honda,2013,1888,18.15,Electric,Manual,29579,11.19
Honda,2011,2195,19.94,CNG,Automatic,121298,33.93
Kia,2016,1369,11.12,Petrol,Automatic,138865,21.06
Kia,2009,895,23.57,CNG,Manual,31996,10.27
Ford,2020,2356,27.42,Petrol,Manual,140449,10.74
Kia,2009,2083,14.12,Electric,Automatic,146594,28.67
Kia,2016,1047,11.97,Petrol,Manual,9330,31.2
Kia,2013,2974,24.73,Petrol,Manual,88645,24.25
Kia,2011,2893,12.04,Electric,Automatic,25312,15.95
Mahindra,2023,1781,8.91,Diesel,Automatic,99545,27.11
Kia,2015,1067,21.62,CNG,Manual,151933,32.9
Ford,2016,2463,13.27,Electric,Automatic,157797,7.07
Toyota,2007,2365,11.78,Petrol,Manual,38223,30.37
Toyota,2021,2941,29.6,Diesel,Manual,131849,29.94
Tata,2011,1535,14.42,CNG,Manual,36444,13.78
Mahindra,2014,2918,27.88,Electric,Manual,129798,11.27
Honda,2019,1248,11.92,CNG,Automatic,121070,20.44
Maruti,2006,2733,26.02,Diesel,Automatic,158180,10.62
Kia,2017,2635,19.04,CNG,Automatic,31564,6.37
Tata,2008,1419,9.73,Diesel,Automatic,136629,33.43
Maruti,2022,1413,24.14,Electric,Automatic,148821,17.96
Ford,2005,2233,27.63,Diesel,Manual,181318,17.32
Toyota,2006,2938,11.59,Electric,Manual,158570,5.72
Tata,2006,2332,23.96,Diesel,Manual,74526,18.39
Ford,2008,1676,17.79,CNG,Automatic,88088,26.38
Tata,2007,1933,24.59,Diesel,Manual,137439,9.81
Hyundai,2021,1574,23.71,Diesel,Automatic,82415,13.86
Ford,2018,1471,8.59,CNG,Automatic,145863,7.49
Toyota,2006,2430,11.93,Petrol,Manual,144420,13.4
Toyota,2020,2847,18.36,Diesel,Manual,98491,30.35
Mahindra,2015,1160,28.54,Electric,Automatic,59109,9.44
Tata,2017,1597,15.53,Diesel,Automatic,28679,2.49
Kia,2005,2583,21.84,Petrol,Manual,169770,19.46
Toyota,2006,866,8.27,Electric,Automatic,69636,20.91
Tata,2006,2381,23.64,CNG,Manual,12342,12.52
Mahindra,2009,2890,21.27,CNG,Manual,96236,22.99
Kia,2008,2774,23.74,CNG,Automatic,35770,2.77
Ford,2016,2636,27.9,Electric,Manual,104585,12.91
Mahindra,2007,1033,11.22,Diesel,Automatic,67100,6.34
Hyundai,2014,2022,13.75,Electric,Automatic,133167,9.2
Kia,2022,1855,29.91,Electric,Manual,112624,14.31
Tata,2014,2960,11.44,Petrol,Manual,33228,18.03
Toyota,2005,1772,23.85,Electric,Automatic,113578,4.62
Toyota,2010,2653,23.95,CNG,Manual,19763,4.89
Tata,2015,1258,23.03,Electric,Automatic,21034,24.08
Tata,2006,1969,13.0,Petrol,Automatic,70527,15.04
Tata,2011,2180,12.73,Electric,Manual,66778,7.41
Honda,2022,805,22.66,Electric,Manual,108119,9.37
Kia,2023,1293,12.1,CNG,Manual,55328,25.62
Toyota,2008,2918,22.55,Electric,Manual,87425,3.23
Kia,2017,1738,18.84,Diesel,Manual,175063,18.54
Mahindra,2022,2163,16.51,CNG,Manual,151462,13.57
Toyota,2017,1856,14.61,Petrol,Automatic,78952,28.67
Honda,2023,942,28.85,Petrol,Automatic,107142,27.97
Tata,2021,1535,19.18,Petrol,Automatic,100440,24.59
Hyundai,2005,2503,20.35,Electric,Manual,41820,14.39
Tata,2010,2684,28.88,Diesel,Manual,62523,22.65
Ford,2023,2724,22.39,CNG,Manual,165162,22.93
Tata,2005,2690,29.07,Diesel,Automatic,86392,12.63
Honda,2012,1741,10.34,Diesel,Manual,54046,30.98
Kia,2021,2415,26.63,Petrol,Manual,63672,34.49
Toyota,2019,2715,15.38,Petrol,Manual,50711,12.03
Tata,2022,2768,25.83,Diesel,Automatic,38509,28.34
Toyota,2011,854,26.82,Diesel,Automatic,9409,18.28
Maruti,2020,2271,13.97,CNG,Automatic,33465,17.03
Mahindra,2011,1858,16.99,Petrol,Manual,92373,14.45
Kia,2021,1806,23.97,Petrol,Manual,20423,11.28
Toyota,2008,2020,10.18,Electric,Automatic,62651,32.3
Hyundai,2016,1365,24.62,Petrol,Automatic,109487,26.32
Mahindra,2017,1570,10.43,CNG,Automatic,145530,16.26
Ford,2008,2597,28.12,Electric,Manual,62201,26.68
Ford,2005,2678,14.08,CNG,Manual,147292,25.57
Hyundai,2005,1677,20.66,Petrol,Automatic,12312,10.46
Tata,2011,1313,10.58,Petrol,Automatic,167691,7.4
Mahindra,2013,2417,13.93,Diesel,Manual,156503,29.52
Toyota,2005,1221,16.89,Diesel,Automatic,86463,28.68
Mahindra,2020,2775,18.72,CNG,Automatic,47013,34.89
Tata,2022,1316,8.0,Electric,Automatic,154099,2.15
Honda,2019,2832,27.55,Petrol,Automatic,149289,19.6
Kia,2010,1504,8.17,Diesel,Manual,196189,24.99
Hyundai,2006,2473,25.02,Diesel,Manual,113521,21.02
Tata,2013,2891,18.35,Petrol,Manual,59653,25.3
Honda,2008,1657,19.53,Petrol,Automatic,179062,6.1
Mahindra,2017,1018,12.58,Electric,Automatic,119116,1.55
Mahindra,2015,1367,21.36,Diesel,Manual,65352,4.62
Tata,2017,2577,19.82,Electric,Automatic,122351,14.23
Toyota,2015,1057,11.61,Electric,Manual,84028,12.52
Mahindra,2023,2336,13.24,Petrol,Automatic,17785,30.78
Toyota,2012,1760,9.47,Electric,Automatic,109645,4.3
Toyota,2011,2200,9.46,Petrol,Automatic,5032,16.33
Kia,2020,1692,8.3,CNG,Manual,175317,33.59
Toyota,2007,1771,12.85,Electric,Manual,105585,18.35
Maruti,2021,902,22.95,Diesel,Automatic,184747,5.94
Kia,2022,1907,14.96,Diesel,Automatic,128409,11.26
Honda,2019,2755,15.54,CNG,Manual,75518,22.5
Honda,2021,1849,10.9,CNG,Manual,85824,1.9
Mahindra,2015,2558,20.66,Electric,Manual,192111,33.93
Mahindra,2009,2245,15.53,Diesel,Automatic,71825,20.49
Toyota,2020,2477,22.88,Diesel,Manual,92020,25.09
Kia,2019,2121,24.31,Petrol,Automatic,88238,18.22
Kia,2014,1878,20.86,Petrol,Manual,118995,33.59
Maruti,2018,855,14.07,Diesel,Automatic,111341,21.24
Toyota,2006,1814,19.19,Petrol,Manual,27150,23.68
Maruti,2020,1630,13.54,Petrol,Manual,78004,30.34
Ford,2023,1719,27.86,Petrol,Manual,190197,30.36
Toyota,2012,1256,24.86,CNG,Manual,152800,2.44
Hyundai,2019,931,18.85,Diesel,Manual,36926,10.99
Hyundai,2014,1292,29.24,Diesel,Manual,62036,9.75
Tata,2009,2377,20.03,Diesel,Manual,169773,1.72
Toyota,2020,2687,15.23,Petrol,Automatic,140788,30.87
Kia,2016,2957,10.1,Electric,Automatic,189469,12.12
Mahindra,2017,1381,19.96,Electric,Automatic,50322,13.12
Honda,2013,1595,26.93,Petrol,Manual,125962,4.84
Tata,2021,2683,27.07,CNG,Automatic,132878,34.66
Mahindra,2016,2002,21.3,CNG,Automatic,19710,29.18
Hyundai,2009,2748,16.66,Diesel,Automatic,74111,20.66
Toyota,2016,1609,22.31,Electric,Manual,40319,27.36
Tata,2005,1572,24.77,CNG,Manual,100450,27.53
Toyota,2020,1924,17.06,Electric,Manual,62338,23.5
Hyundai,2016,1372,18.48,Electric,Manual,35190,7.33
Tata,2013,2006,22.97,CNG,Manual,28562,25.63
Hyundai,2017,1608,27.29,Petrol,Automatic,87931,20.58
Maruti,2021,1678,25.4,Diesel,Automatic,156622,25.76
Hyundai,2021,2541,8.49,Diesel,Manual,94251,19.71
Kia,2008,1629,10.74,CNG,Automatic,81036,33.54
Kia,2018,2515,26.76,Petrol,Automatic,181823,22.51
Toyota,2023,2951,26.34,CNG,Automatic,199180,20.72
Honda,2011,1949,16.55,CNG,Automatic,31010,29.73
Hyundai,2007,2369,20.85,Electric,Manual,6439,14.2
Mahindra,2005,1476,27.93,Electric,Manual,41184,12.08
Kia,2016,1744,28.05,Diesel,Automatic,134257,18.36
Ford,2019,2633,25.23,Electric,Manual,140025,21.08
Honda,2015,1600,12.61,Electric,Automatic,37609,8.89
Maruti,2014,1941,24.07,Petrol,Manual,175600,24.36
Tata,2006,1915,10.22,CNG,Automatic,51433,28.38
Tata,2008,2435,27.67,CNG,Manual,132458,20.84
Kia,2021,2831,11.28,Petrol,Automatic,178493,19.02
Honda,2021,2308,22.57,Electric,Manual,51099,11.37
Kia,2012,1910,21.43,Electric,Automatic,93823,31.97
Tata,2018,1033,25.09,CNG,Automatic,175455,26.78
Ford,2008,1712,20.13,Diesel,Automatic,87081,17.59
Hyundai,2010,1947,9.31,CNG,Automatic,128518,23.58
Honda,2023,2026,23.53,Diesel,Automatic,153513,12.79
Toyota,2008,1855,16.43,Electric,Manual,153909,3.5
Hyundai,2007,2374,15.05,Diesel,Manual,9826,8.33
Hyundai,2010,893,29.82,Diesel,Automatic,192121,4.16
Hyundai,2011,2345,20.99,Diesel,Automatic,51100,18.52
Toyota,2018,2550,23.64,Diesel,Manual,24168,22.34
Ford,2016,857,19.58,Diesel,Automatic,106671,14.24
Maruti,2020,1842,24.94,CNG,Manual,81963,19.26
Ford,2012,1156,24.55,Petrol,Automatic,175806,4.36
Ford,2006,2964,22.46,Electric,Manual,127072,27.29
Ford,2017,1959,29.95,CNG,Automatic,140366,2.6
Mahindra,2012,1095,18.12,Petrol,Automatic,154553,22.75
Kia,2020,1324,23.54,CNG,Automatic,102777,16.02
Tata,2008,1924,25.55,Petrol,Automatic,80193,7.66
Kia,2020,2417,16.27,CNG,Automatic,159953,19.02
Honda,2010,2423,18.06,Electric,Automatic,58541,27.66
Ford,2008,1928,29.32,Electric,Manual,124147,15.35
Maruti,2020,2465,8.71,Diesel,Automatic,151604,13.82
Honda,2017,2349,15.38,Petrol,Manual,148513,6.27
Kia,2009,1200,18.7,CNG,Automatic,21093,21.42
Tata,2019,2395,8.03,Diesel,Manual,12659,29.24
Toyota,2012,2789,27.78,CNG,Automatic,69480,20.3
Kia,2011,1328,14.3,Electric,Manual,175929,7.03
Hyundai,2018,863,13.67,Electric,Manual,153153,23.65
Kia,2011,901,26.05,Petrol,Automatic,25341,2.51
Hyundai,2011,1980,14.12,CNG,Automatic,18729,29.57
Toyota,2022,2618,22.47,CNG,Automatic,29293,32.37
Kia,2014,2213,26.07,Diesel,Automatic,17559,21.5
Maruti,2022,1198,25.43,Electric,Manual,179522,31.04
Maruti,2018,1204,25.2,Diesel,Automatic,112008,4.33
Honda,2014,2882,9.95,Diesel,Automatic,186032,9.15
Toyota,2011,1176,9.76,Petrol,Manual,175395,12.13
Ford,2011,1019,14.75,Diesel,Automatic,137110,27.4
Maruti,2011,2721,8.79,Petrol,Automatic,68567,17.72
Kia,2009,2340,19.01,Electric,Manual,79271,13.17
Toyota,2005,2406,16.69,Diesel,Automatic,49736,6.8
Tata,2018,1552,20.25,Diesel,Automatic,118903,28.66
Hyundai,2022,2686,14.57,Diesel,Manual,166352,2.19
Kia,2017,1479,18.69,Diesel,Automatic,125920,12.8
Hyundai,2012,1547,15.36,Electric,Automatic,124754,9.63
Hyundai,2012,2121,12.29,Petrol,Automatic,162949,5.82
Ford,2014,2566,22.29,Electric,Manual,190065,7.26
Toyota,2021,854,22.82,Petrol,Automatic,153769,18.04
Toyota,2010,1493,26.24,Petrol,Manual,173241,15.77
Honda,2019,1333,27.24,Diesel,Manual,50227,18.87
Hyundai,2019,2618,23.5,Diesel,Automatic,126357,25.88
Honda,2020,904,23.12,Diesel,Manual,132128,31.39
Ford,2012,1710,9.25,Petrol,Automatic,65099,5.47
Hyundai,2023,1249,10.42,CNG,Automatic,45113,4.27
Honda,2019,2268,25.88,CNG,Automatic,181734,12.23
Honda,2007,2215,13.12,CNG,Manual,28380,19.8
Tata,2010,1611,15.82,Electric,Automatic,80500,4.85
Honda,2012,1189,11.2,Petrol,Manual,31015,25.49
Toyota,2020,2035,12.29,CNG,Manual,66750,20.13
Honda,2019,2508,25.06,Petrol,Manual,93653,26.57
Hyundai,2017,2544,13.76,Petrol,Automatic,86115,13.49
Honda,2019,1945,17.88,Electric,Manual,75350,14.94
Maruti,2022,2988,11.34,Diesel,Manual,37179,28.55
Mahindra,2017,2275,22.91,Diesel,Manual,10243,10.44
Hyundai,2012,2655,24.02,Electric,Manual,199155,14.28
Maruti,2018,2549,15.96,Electric,Manual,96694,1.95
Ford,2015,2383,25.26,Petrol,Manual,87482,20.1
Hyundai,2010,2119,13.28,CNG,Automatic,150989,30.02
Toyota,2005,1642,23.22,Petrol,Manual,144126,2.43
Mahindra,2006,2404,24.06,Petrol,Automatic,189406,22.06
Mahindra,2017,2105,29.31,CNG,Automatic,54113,29.82
Toyota,2005,1751,13.11,Diesel,Automatic,100306,18.05
Mahindra,2008,1351,10.06,Petrol,Manual,70216,11.99
Toyota,2006,2804,13.79,Diesel,Automatic,113251,34.89
Maruti,2020,1919,10.7,Diesel,Automatic,81565,3.67
Ford,2007,2821,11.73,Diesel,Manual,177776,8.55
Tata,2021,1896,15.35,Petrol,Manual,119094,31.16
Hyundai,2009,2636,17.11,CNG,Automatic,101187,11.46
Toyota,2012,2608,27.88,CNG,Automatic,177401,28.96
Hyundai,2016,2504,12.3,Diesel,Automatic,125547,12.66
Ford,2016,1924,29.38,Diesel,Manual,84765,28.7
Maruti,2005,2182,25.82,CNG,Manual,69387,24.47
Tata,2005,2570,27.39,Electric,Manual,187315,17.2
Ford,2019,2441,28.45,Electric,Automatic,186544,19.02
Maruti,2021,834,24.57,Diesel,Manual,174726,7.45
Mahindra,2006,1703,25.35,CNG,Manual,46425,5.38
Hyundai,2021,1195,17.63,Electric,Manual,168065,25.52
Kia,2013,1006,19.23,CNG,Automatic,33069,29.93
Tata,2016,2580,28.51,Petrol,Manual,169312,25.69
Mahindra,2008,2428,16.32,Diesel,Automatic,28516,32.08
Ford,2017,2129,8.92,Electric,Automatic,152691,31.32
Tata,2008,2449,24.78,Diesel,Manual,131343,27.57
Mahindra,2011,2359,20.61,Petrol,Manual,127588,31.59
Maruti,2018,1604,25.93,CNG,Manual,137750,7.1
Toyota,2013,1051,9.66,Diesel,Automatic,156784,26.0
Hyundai,2005,2090,21.67,Electric,Automatic,27944,26.75
Honda,2005,1008,13.45,Petrol,Automatic,142136,6.66
Honda,2008,1754,27.87,Electric,Automatic,87185,31.97
Maruti,2005,2827,10.42,CNG,Manual,142405,1.79
Ford,2014,1634,26.55,Electric,Manual,69694,16.06
Hyundai,2006,1755,9.95,Electric,Automatic,135750,2.22
Ford,2019,1313,8.55,Electric,Automatic,111634,19.03
Hyundai,2007,1379,13.17,Petrol,Automatic,34218,15.31
Maruti,2013,2737,15.33,Electric,Automatic,182656,22.37
Hyundai,2021,1971,21.78,Electric,Manual,166249,27.18
Toyota,2017,2797,10.9,Petrol,Manual,20711,27.25
Ford,2007,2465,17.62,Petrol,Manual,80093,25.69
Maruti,2008,2930,12.49,Petrol,Manual,152075,4.91
Toyota,2008,2442,26.82,CNG,Automatic,52988,15.48
Hyundai,2015,2011,8.99,Petrol,Automatic,46032,28.83
Maruti,2011,1416,15.83,CNG,Manual,119782,23.42
Hyundai,2015,2297,21.89,Petrol,Manual,189096,24.31
Ford,2015,1306,28.09,Petrol,Manual,147483,9.1
Maruti,2014,2094,27.1,Diesel,Manual,184518,12.39
Hyundai,2009,1421,27.69,Diesel,Manual,160505,33.52
Ford,2017,2751,9.38,Diesel,Manual,101909,29.87
Toyota,2016,2259,26.5,Diesel,Automatic,34986,7.02
Kia,2014,1092,25.16,Petrol,Automatic,98805,19.75
Toyota,2011,1454,27.85,Petrol,Manual,195960,17.93
Hyundai,2023,2907,14.85,CNG,Manual,127156,16.36
Maruti,2023,2421,28.06,Petrol,Automatic,16424,17.27
Honda,2023,1584,16.86,CNG,Automatic,37828,23.04
Toyota,2016,1566,21.95,Electric,Manual,175055,33.9
Toyota,2019,1318,17.33,Electric,Automatic,62825,30.82
Ford,2009,2930,17.41,Petrol,Automatic,33786,30.82
Mahindra,2018,827,20.03,Electric,Automatic,141397,25.06
Honda,2016,1065,15.83,Petrol,Automatic,34582,2.09
Hyundai,2015,2106,25.44,CNG,Automatic,148913,16.26
Kia,2009,1779,21.94,Diesel,Automatic,142073,18.62
Maruti,2020,2523,23.17,Electric,Automatic,70115,29.72
Mahindra,2022,1610,13.08,Petrol,Automatic,139723,32.42
Hyundai,2016,1380,29.33,Diesel,Automatic,135182,16.63
Tata,2009,2661,22.52,CNG,Automatic,127433,11.57
Kia,2020,1410,12.34,Petrol,Manual,45776,12.8
Toyota,2016,992,24.51,Electric,Manual,146859,20.89
Tata,2006,1250,11.82,CNG,Automatic,50195,10.71
Toyota,2010,2005,9.39,Petrol,Manual,109854,32.01
Toyota,2008,1731,19.61,Electric,Manual,189030,15.52
Tata,2017,2150,20.18,CNG,Automatic,30065,34.67
Kia,2014,2428,12.16,CNG,Manual,162578,5.17
Ford,2021,1002,15.66,Diesel,Automatic,104200,7.79
Tata,2018,1201,28.81,Diesel,Manual,9300,18.64
Hyundai,2019,2827,14.27,Diesel,Manual,91920,30.59
Mahindra,2012,2467,11.42,Petrol,Manual,131135,13.36
Mahindra,2022,2469,29.84,CNG,Automatic,176390,29.56
Tata,2007,1689,14.65,Diesel,Manual,99828,15.75
Hyundai,2021,978,22.97,Electric,Automatic,189962,30.08
Ford,2011,2521,13.09,Petrol,Manual,58228,10.79
Mahindra,2017,2779,20.1,Diesel,Manual,177573,17.31
Hyundai,2020,2369,16.5,Petrol,Automatic,186489,10.84
Ford,2009,1725,29.15,CNG,Manual,199650,8.71
Hyundai,2008,2226,17.52,Electric,Automatic,116379,15.61
Toyota,2014,2844,20.85,CNG,Automatic,186200,12.71
Mahindra,2017,2216,28.78,Electric,Automatic,54760,27.87
Ford,2014,1150,29.76,CNG,Automatic,152920,26.55
Mahindra,2018,986,10.24,Petrol,Manual,183148,13.51
Toyota,2016,2232,26.36,CNG,Automatic,168100,34.74
Tata,2005,2918,16.41,Electric,Automatic,63371,34.12
Toyota,2011,2767,21.09,Petrol,Automatic,186485,32.25
Mahindra,2013,1108,16.25,Petrol,Manual,32175,21.15
Mahindra,2012,1226,16.82,Electric,Manual,65300,15.31
Kia,2017,1330,11.49,Electric,Automatic,61709,11.99
Ford,2018,1047,20.6,Petrol,Manual,180432,2.0
Tata,2016,1015,20.03,Electric,Manual,119928,22.67
Toyota,2012,1512,12.17,CNG,Automatic,141806,20.03
Ford,2022,1237,19.92,CNG,Automatic,122544,22.6
Maruti,2020,2592,29.41,CNG,Manual,164529,20.79
Ford,2015,2441,23.72,Petrol,Manual,184071,6.11
Maruti,2020,1182,18.58,CNG,Manual,110532,24.8
Tata,2018,1780,28.15,Petrol,Manual,85957,13.57
Toyota,2007,2094,20.66,Electric,Automatic,121449,18.8
Toyota,2006,920,10.97,CNG,Manual,159366,13.75
Hyundai,2007,1206,20.05,Petrol,Manual,150148,2.24
Mahindra,2008,1044,11.98,Diesel,Manual,141643,30.86
Honda,2009,865,24.89,CNG,Automatic,79910,6.48
Kia,2014,1027,29.28,CNG,Manual,195506,21.0
Ford,2006,1681,15.94,Petrol,Automatic,138012,31.08
Tata,2016,2984,17.57,Petrol,Automatic,122610,8.91
